date,outbound,inbound
2025-06-04 00:00:00.000000,22787.000000,42285.676400
2025-06-05 00:00:00.000000,21577.000000,33642.000000
2025-06-06 00:00:00.000000,17802.000000,34160.000000
2025-06-07 00:00:00.000000,16527.000000,3467.000000
2025-06-08 00:00:00.000000,20795.000000,143.000000
2025-06-09 00:00:00.000000,23345.000000,26923.000000
2025-06-10 00:00:00.000000,22215.000000,47535.000000
2025-06-11 00:00:00.000000,21977.000000,25298.000000
2025-06-12 00:00:00.000000,19664.000000,46009.000000
2025-06-13 00:00:00.000000,16739.000000,34686.000000
2025-06-14 00:00:00.000000,16201.000000,479.000000
2025-06-15 00:00:00.000000,19778.000000,14576.395400
2025-06-16 00:00:00.000000,22809.000000,24164.604600
2025-06-17 00:00:00.000000,23441.000000,37873.000000
2025-06-18 00:00:00.000000,18179.000000,44805.000000
2025-06-19 00:00:00.000000,17644.000000,29368.000000
2025-06-20 00:00:00.000000,18864.000000,40219.000000
2025-06-21 00:00:00.000000,16694.000000,344.000000
2025-06-22 00:00:00.000000,20164.000000,2927.000000
2025-06-23 00:00:00.000000,22980.000000,91733.000000
2025-06-24 00:00:00.000000,25575.000000,14139.000000
2025-06-25 00:00:00.000000,24799.000000,49017.000000
2025-06-26 00:00:00.000000,24855.000000,40794.000000
2025-06-27 00:00:00.000000,21569.000000,62795.131500
2025-06-28 00:00:00.000000,19867.000000,-19963.131500
2025-06-29 00:00:00.000000,22981.000000,8464.000000
2025-06-30 00:00:00.000000,26634.000000,43567.000000
2025-07-01 00:00:00.000000,27957.000000,33311.000000
2025-07-02 00:00:00.000000,26784.000000,39981.000000
2025-07-03 00:00:00.000000,22814.000000,45657.000000
2025-07-04 00:00:00.000000,21877.000000,42822.000000
2025-07-05 00:00:00.000000,16428.000000,10675.000000
2025-07-06 00:00:00.000000,20577.000000,6799.000000
2025-07-07 00:00:00.000000,21660.000000,33553.000000
2025-07-08 00:00:00.000000,64546.000000,3860.000000
2025-07-09 00:00:00.000000,45707.000000,35235.000000
2025-07-10 00:00:00.000000,41177.000000,37813.000000
2025-07-11 00:00:00.000000,45830.000000,34883.000000
2025-07-12 00:00:00.000000,20006.000000,11244.000000
2025-07-13 00:00:00.000000,19180.000000,15161.000000
2025-07-14 00:00:00.000000,22372.000000,30105.076700
2025-07-15 00:00:00.000000,20622.000000,32901.923300
2025-07-16 00:00:00.000000,20223.000000,46110.000000
2025-07-17 00:00:00.000000,17843.000000,40201.000000
2025-07-18 00:00:00.000000,16338.000000,24898.000000
2025-07-19 00:00:00.000000,15351.000000,7236.000000
2025-07-20 00:00:00.000000,17433.000000,7809.000000
2025-07-21 00:00:00.000000,18753.000000,40534.121400
2025-07-22 00:00:00.000000,18603.000000,21624.878600
2025-07-23 00:00:00.000000,17049.000000,29757.000000
2025-07-24 00:00:00.000000,14701.000000,42328.000000
2025-07-25 00:00:00.000000,13291.000000,26711.000000
2025-07-26 00:00:00.000000,13144.000000,18152.000000
2025-07-27 00:00:00.000000,16152.000000,10793.000000
2025-07-28 00:00:00.000000,16414.000000,14939.811200
2025-07-29 00:00:00.000000,15181.000000,35344.188800
2025-07-30 00:00:00.000000,15840.000000,42225.000000
2025-07-31 00:00:00.000000,16220.000000,37849.000000
2025-08-01 00:00:00.000000,15768.000000,26058.000000
2025-08-02 00:00:00.000000,14552.000000,1961.000000
2025-08-03 00:00:00.000000,15507.000000,6396.000000
2025-08-04 00:00:00.000000,18721.000000,25473.000000
2025-08-05 00:00:00.000000,19504.000000,23483.000000
2025-08-06 00:00:00.000000,20009.000000,43177.219400
2025-08-07 00:00:00.000000,15927.000000,40666.780600
2025-08-08 00:00:00.000000,13757.000000,24568.000000
2025-08-09 00:00:00.000000,12038.000000,1876.000000
2025-08-10 00:00:00.000000,14141.000000,-1287.000000
2025-08-11 00:00:00.000000,17339.000000,25983.000000
2025-08-12 00:00:00.000000,16656.000000,18589.000000
2025-08-13 00:00:00.000000,15406.000000,24986.000000
2025-08-14 00:00:00.000000,12456.000000,18881.000000
2025-08-15 00:00:00.000000,10526.000000,7161.000000
2025-08-16 00:00:00.000000,12193.000000,4693.000000
2025-08-17 00:00:00.000000,13522.000000,13045.282400
2025-08-18 00:00:00.000000,15672.000000,12271.777200
2025-08-19 00:00:00.000000,14013.000000,7652.424400
2025-08-20 00:00:00.000000,14551.000000,33488.516100
2025-08-21 00:00:00.000000,14848.000000,17439.300600
2025-08-22 00:00:00.000000,14940.000000,14157.815200
2025-08-23 00:00:00.000000,14066.000000,11529.884300
2025-08-24 00:00:00.000000,15867.000000,-4470.000000
2025-08-25 00:00:00.000000,19343.000000,20913.000000
2025-08-26 00:00:00.000000,17488.000000,26882.000000
2025-08-27 00:00:00.000000,18077.000000,37481.000000
2025-08-28 00:00:00.000000,18116.000000,26355.000000
2025-08-29 00:00:00.000000,18301.000000,22392.000000
2025-08-30 00:00:00.000000,14080.000000,5641.000000
2025-08-31 00:00:00.000000,15756.000000,3566.000000
2025-09-01 00:00:00.000000,19060.000000,10405.000000
2025-09-02 00:00:00.000000,22408.000000,12738.000000
2025-09-03 00:00:00.000000,21913.000000,13537.412600
2025-09-04 00:00:00.000000,18392.000000,29594.308300
2025-09-05 00:00:00.000000,15712.000000,22849.522200
2025-09-06 00:00:00.000000,13728.000000,2204.085900
2025-09-07 00:00:00.000000,17018.000000,5283.389800
2025-09-08 00:00:00.000000,18762.000000,33554.281100
2025-09-09 00:00:00.000000,18210.000000,22042.000000
2025-09-10 00:00:00.000000,17244.000000,40288.540800
2025-09-11 00:00:00.000000,16717.000000,34335.392000
2025-09-12 00:00:00.000000,14543.000000,17306.067200
2025-09-13 00:00:00.000000,11378.000000,18174.043500
2025-09-14 00:00:00.000000,15855.000000,-3828.043500
2025-09-15 00:00:00.000000,17224.000000,28004.889400
2025-09-16 00:00:00.000000,16488.000000,21137.397600
2025-09-17 00:00:00.000000,15497.000000,28420.713100
2025-09-18 00:00:00.000000,14297.000000,24385.028100
2025-09-19 00:00:00.000000,11333.000000,18339.770900
2025-09-20 00:00:00.000000,9329.000000,5950.777100
2025-09-21 00:00:00.000000,14544.000000,5282.537100
2025-09-22 00:00:00.000000,17122.000000,35216.886700
2025-09-23 00:00:00.000000,16753.000000,28439.000000
2025-09-24 00:00:00.000000,17185.000000,32275.000000
2025-09-25 00:00:00.000000,17320.000000,28569.000000
2025-09-26 00:00:00.000000,15457.000000,31479.000000
2025-09-27 00:00:00.000000,13102.000000,703.000000
2025-09-28 00:00:00.000000,17726.000000,4608.000000
2025-09-29 00:00:00.000000,19457.000000,45396.158300
2025-09-30 00:00:00.000000,20714.000000,35368.841700
2025-10-01 00:00:00.000000,22424.000000,44689.295000
2025-10-02 00:00:00.000000,20441.000000,15145.705000
2025-10-03 00:00:00.000000,17661.000000,68512.967400
2025-10-04 00:00:00.000000,15860.000000,847.032600
2025-10-05 00:00:00.000000,18850.000000,1756.087900
2025-10-06 00:00:00.000000,23136.000000,20605.912100
2025-10-07 00:00:00.000000,55498.000000,25435.000000
2025-10-08 00:00:00.000000,58742.000000,33112.000000
2025-10-09 00:00:00.000000,24479.000000,31985.000000
2025-10-10 00:00:00.000000,19545.000000,28088.000000
2025-10-11 00:00:00.000000,13319.000000,176.000000
2025-10-12 00:00:00.000000,15563.000000,2237.000000
2025-10-13 00:00:00.000000,20598.000000,48857.000000
2025-10-14 00:00:00.000000,19593.000000,56311.547100
2025-10-15 00:00:00.000000,19359.000000,34335.452900
2025-10-16 00:00:00.000000,18159.000000,46012.000000
2025-10-17 00:00:00.000000,16179.000000,66925.632000
2025-10-18 00:00:00.000000,13677.000000,8824.532100
2025-10-19 00:00:00.000000,17264.000000,-9564.164100
2025-10-20 00:00:00.000000,18432.000000,26574.000000
2025-10-21 00:00:00.000000,17261.000000,46207.725900
2025-10-22 00:00:00.000000,17732.000000,45459.274100
2025-10-23 00:00:00.000000,16914.000000,44371.000000
2025-10-24 00:00:00.000000,15555.000000,63382.000000
2025-10-25 00:00:00.000000,15009.000000,5362.000000
2025-10-26 00:00:00.000000,16506.000000,4012.000000
2025-10-27 00:00:00.000000,16736.000000,101429.023700
2025-10-28 00:00:00.000000,16994.000000,42471.901100
2025-10-29 00:00:00.000000,18855.000000,28368.075200
2025-10-30 00:00:00.000000,16578.000000,55153.000000
2025-10-31 00:00:00.000000,13761.000000,75257.618300
2025-11-01 00:00:00.000000,11409.000000,-23765.618300
2025-11-02 00:00:00.000000,18459.000000,-3028.000000
2025-11-03 00:00:00.000000,20429.000000,35115.073600
2025-11-04 00:00:00.000000,18632.000000,45716.926400
2025-11-05 00:00:00.000000,18348.000000,48880.000000
2025-11-06 00:00:00.000000,17019.000000,44613.000000
2025-11-07 00:00:00.000000,15095.000000,64326.000000
2025-11-08 00:00:00.000000,13589.000000,18166.000000
2025-11-09 00:00:00.000000,14332.000000,2997.000000
2025-11-10 00:00:00.000000,18265.000000,39883.000000
2025-11-11 00:00:00.000000,17280.000000,38511.000000
2025-11-12 00:00:00.000000,18304.000000,43904.000000
2025-11-13 00:00:00.000000,18442.000000,32759.000000
2025-11-14 00:00:00.000000,14212.000000,39449.000000
2025-11-15 00:00:00.000000,14780.000000,39229.816200
2025-11-16 00:00:00.000000,17397.000000,-14783.816200
2025-11-17 00:00:00.000000,17568.000000,41110.000000
2025-11-18 00:00:00.000000,19658.000000,90955.000000
2025-11-19 00:00:00.000000,17752.000000,29169.000000
2025-11-20 00:00:00.000000,46466.000000,32373.000000
2025-11-21 00:00:00.000000,41428.000000,44787.000000
2025-11-22 00:00:00.000000,33443.000000,8574.000000
2025-11-23 00:00:00.000000,38430.000000,6955.000000
2025-11-24 00:00:00.000000,45117.000000,58010.000000
2025-11-25 00:00:00.000000,45972.000000,48263.000000
2025-11-26 00:00:00.000000,45749.000000,45363.000000
2025-11-27 00:00:00.000000,45101.000000,38941.000000
2025-11-28 00:00:00.000000,65383.000000,23452.000000
2025-11-29 00:00:00.000000,42647.000000,-394.000000
2025-11-30 00:00:00.000000,44769.000000,-1662.000000
2025-12-01 00:00:00.000000,57010.000000,31455.000000
2025-12-02 00:00:00.000000,36215.000000,19150.000000
2025-12-03 00:00:00.000000,32578.000000,64095.000000
2025-12-04 00:00:00.000000,25983.000000,54829.261400
2025-12-05 00:00:00.000000,21500.000000,-1565.261400
2025-12-06 00:00:00.000000,18549.000000,7711.000000
2025-12-07 00:00:00.000000,20252.000000,23389.369000
2025-12-08 00:00:00.000000,24621.000000,-14911.122400
2025-12-09 00:00:00.000000,33171.000000,98310.753400
2025-12-10 00:00:00.000000,32505.000000,38654.000000
2025-12-11 00:00:00.000000,28756.000000,42817.000000
2025-12-12 00:00:00.000000,25842.000000,31267.000000
2025-12-13 00:00:00.000000,23415.000000,12919.000000
2025-12-14 00:00:00.000000,28624.000000,6399.000000
2025-12-15 00:00:00.000000,31175.000000,56644.000000
2025-12-16 00:00:00.000000,29943.000000,26815.000000
2025-12-17 00:00:00.000000,27677.000000,41328.000000
2025-12-18 00:00:00.000000,25482.000000,58137.000000
2025-12-19 00:00:00.000000,22485.000000,26724.805100
2025-12-20 00:00:00.000000,23477.000000,11318.431800
2025-12-21 00:00:00.000000,23663.000000,3008.763100
2025-12-22 00:00:00.000000,23568.000000,39988.000000
2025-12-23 00:00:00.000000,17661.000000,38756.000000
2025-12-24 00:00:00.000000,12358.000000,22980.000000
2025-12-25 00:00:00.000000,12645.000000,2371.000000
2025-12-26 00:00:00.000000,22257.000000,26400.000000
2025-12-27 00:00:00.000000,21777.000000,2346.103900
2025-12-28 00:00:00.000000,21539.000000,-1218.103900
2025-12-29 00:00:00.000000,24770.000000,28302.035700
2025-12-30 00:00:00.000000,22638.000000,26855.964300
2025-12-31 00:00:00.000000,14895.000000,32110.000000
2026-01-01 00:00:00.000000,13603.000000,-2331.000000
2026-01-02 00:00:00.000000,28335.000000,13153.000000
2026-01-03 00:00:00.000000,26088.000000,7869.000000
2026-01-04 00:00:00.000000,18894.000000,-6377.000000
2026-01-05 00:00:00.000000,15702.000000,40232.845600
2026-01-06 00:00:00.000000,12882.000000,-613.845600
2026-01-07 00:00:00.000000,23710.000000,21796.000000
2026-01-08 00:00:00.000000,19434.000000,41444.000000
2026-01-09 00:00:00.000000,18528.000000,23201.000000
2026-01-10 00:00:00.000000,18110.000000,2663.000000
2026-01-11 00:00:00.000000,19938.000000,4513.000000
2026-01-12 00:00:00.000000,22384.000000,26846.000000
2026-01-13 00:00:00.000000,20658.000000,39742.000000
2026-01-14 00:00:00.000000,19349.000000,36362.000000
2026-01-15 00:00:00.000000,19890.000000,40808.000000
2026-01-16 00:00:00.000000,16405.000000,26353.000000
2026-01-17 00:00:00.000000,16288.000000,1697.000000
2026-01-18 00:00:00.000000,19541.000000,3326.000000
2026-01-19 00:00:00.000000,20340.000000,26833.000000
2026-01-20 00:00:00.000000,19904.000000,32691.000000
2026-01-21 00:00:00.000000,19634.000000,32453.000000
2026-01-22 00:00:00.000000,19260.000000,26212.000000
2026-01-23 00:00:00.000000,17447.000000,27731.000000
2026-01-24 00:00:00.000000,16934.000000,5305.000000
2026-01-25 00:00:00.000000,21644.000000,4518.000000
2026-01-26 00:00:00.000000,23964.000000,36303.000000
2026-01-27 00:00:00.000000,23669.000000,22270.000000
2026-01-28 00:00:00.000000,24250.000000,54277.136400
2026-01-29 00:00:00.000000,24499.000000,21289.863600
2026-01-30 00:00:00.000000,21653.000000,27330.000000
2026-01-31 00:00:00.000000,18988.000000,4632.000000
2026-02-01 00:00:00.000000,25586.000000,26147.621300
2026-02-02 00:00:00.000000,26941.000000,31508.378700
2026-02-03 00:00:00.000000,25087.000000,23729.000000
2026-02-04 00:00:00.000000,25840.000000,32689.439100
2026-02-05 00:00:00.000000,24037.000000,32060.560900
2026-02-06 00:00:00.000000,19932.000000,41887.000000
2026-02-07 00:00:00.000000,16302.000000,-3898.000000
2026-02-08 00:00:00.000000,21326.000000,588.000000
2026-02-09 00:00:00.000000,24223.000000,29330.000000
2026-02-10 00:00:00.000000,22094.000000,23409.000000
2026-02-11 00:00:00.000000,21585.000000,29562.000000
2026-02-12 00:00:00.000000,19260.000000,20607.000000
2026-02-13 00:00:00.000000,16335.000000,30869.000000
2026-02-14 00:00:00.000000,14133.000000,-451.000000
2026-02-15 00:00:00.000000,17699.000000,6577.000000
2026-02-16 00:00:00.000000,19392.000000,34645.000000
2026-02-17 00:00:00.000000,19324.000000,34062.000000
2026-02-18 00:00:00.000000,19180.000000,20620.000000
2026-02-19 00:00:00.000000,18990.000000,41886.000000
2026-02-20 00:00:00.000000,15729.000000,34036.000000
2026-02-21 00:00:00.000000,12986.000000,-1496.000000
2026-02-22 00:00:00.000000,16876.000000,5086.000000
2026-02-23 00:00:00.000000,19605.000000,39496.000000
2026-02-24 00:00:00.000000,17964.000000,19471.000000
2026-02-25 00:00:00.000000,19448.000000,22886.000000
2026-02-26 00:00:00.000000,19040.000000,41783.000000
2026-02-27 00:00:00.000000,13231.000000,22871.000000
2026-02-28 00:00:00.000000,16752.000000,2838.000000
2026-03-01 00:00:00.000000,18879.000000,3742.000000
2026-03-02 00:00:00.000000,19480.000000,40392.000000
2026-03-03 00:00:00.000000,18410.000000,29649.560400
2026-03-04 00:00:00.000000,18905.000000,25662.439600
